id,expansion,name,rarity,color_identity,mana_value,types,is_booster
71181,IKO,Everquill Phoenix,rare,R,4,Creature - Phoenix,True
71182,IKO,Ferocious Tigorilla,common,R,4,Creature - Cat Ape,True
71183,IKO,Fire Prophecy,common,R,2,Instant,True
71184,IKO,Flame Spill,uncommon,R,3,Instant,True
71185,IKO,Footfall Crater,uncommon,R,1,Enchantment - Aura,True
71186,IKO,Forbidden Friendship,common,R,2,Sorcery,True
71187,IKO,Frenzied Raptor,common,R,3,Creature - Dinosaur,True
71188,IKO,Frillscare Mentor,uncommon,R,3,Creature - Human Warrior,True
71189,IKO,Go for Blood,common,R,2,Sorcery,True
71190,IKO,Heightened Reflexes,common,R,1,Instant,True
71191,IKO,Lava Serpent,common,R,6,Creature - Elemental Serpent,True
71192,IKO,"Lukka, Coppercoat Outcast",mythic,R,5,Legendary Planeswalker - Lukka,True
71193,IKO,Momentum Rumbler,uncommon,R,4,Creature - Dinosaur,True
71194,IKO,Mythos of Vadrok,rare,RUW,4,Sorcery,True
71195,IKO,Porcuparrot,uncommon,R,4,Creature - Bird Beast,True
71196,IKO,Prickly Marmoset,common,R,3,Creature - Monkey,True
71197,IKO,Pyroceratops,common,R,4,Creature - Elemental Dinosaur,True
71198,IKO,Raking Claws,common,R,2,Instant,True
71199,IKO,Reptilian Reflection,uncommon,R,3,Enchantment,True
71200,IKO,Rooting Moloch,uncommon,R,5,Creature - Lizard,True
71201,IKO,Rumbling Rockslide,common,R,4,Sorcery,True
71202,IKO,Sanctuary Smasher,uncommon,R,6,Creature - Rhino Beast,True
71203,IKO,Shredded Sails,common,R,2,Instant,True
71204,IKO,Spelleater Wolverine,common,R,3,Creature - Wolverine,True
71205,IKO,Tentative Connection,common,R,4,Sorcery,True
71206,IKO,Unpredictable Cyclone,rare,R,5,Enchantment,True
71207,IKO,Weaponize the Monsters,uncommon,R,1,Enchantment,True
71208,IKO,"Yidaro, Wandering Monster",rare,R,7,Legendary Creature - Dinosaur Turtle,True
71209,IKO,Adventurous Impulse,common,G,1,Sorcery,True
71210,IKO,Almighty Brushwagg,common,G,1,Creature - Brushwagg,True
71211,IKO,Auspicious Starrix,uncommon,G,5,Creature - Elk Beast,True
71212,IKO,Barrier Breach,uncommon,G,3,Instant,True
71213,IKO,Bristling Boar,common,G,4,Creature - Boar,True
71214,IKO,Charge of the Forever-Beast,uncommon,G,3,Sorcery,True
71215,IKO,Colossification,rare,G,7,Enchantment - Aura,True
71216,IKO,Essence Symbiote,common,G,2,Creature - Beast,True
71217,IKO,Excavation Mole,common,G,3,Creature - Mole,True
71218,IKO,Exuberant Wolfbear,uncommon,G,4,Creature - Wolf Bear,True
71219,IKO,Fertilid,common,G,3,Creature - Elemental,True
71220,IKO,Flycatcher Giraffid,common,G,5,Creature - Antelope Lizard,True
71221,IKO,Fully Grown,common,G,3,Instant,True
71222,IKO,Gemrazer,rare,G,4,Creature - Beast,True
71223,IKO,Glowstone Recluse,uncommon,G,3,Creature - Spider,True
71224,IKO,Greater Sandwurm,common,G,7,Creature - Wurm,True
71225,IKO,Honey Mammoth,common,G,6,Creature - Elephant,True
71226,IKO,Hornbash Mentor,uncommon,G,3,Creature - Human Warrior,True
71227,IKO,Humble Naturalist,common,G,2,Creature - Human Druid,True
71228,IKO,Ivy Elemental,uncommon,G,1,Creature - Elemental,True
71229,IKO,"Kogla, the Titan Ape",rare,G,6,Legendary Creature - Ape,True
71230,IKO,Lead the Stampede,uncommon,G,3,Sorcery,True
71231,IKO,Migration Path,uncommon,G,4,Sorcery,True
71232,IKO,Migratory Greathorn,common,G,4,Creature - Beast,True
71233,IKO,Monstrous Step,uncommon,G,5,Sorcery,True
71234,IKO,Mosscoat Goriak,common,G,3,Creature - Beast,True
71235,IKO,Mythos of Brokkos,rare,BGU,4,Sorcery,True
71236,IKO,Plummet,common,G,2,Instant,True
71237,IKO,Ram Through,common,G,2,Instant,True
71238,IKO,Sudden Spinnerets,common,G,1,Instant,True
71239,IKO,Survivors' Bond,common,G,2,Sorcery,True
71240,IKO,Thwart the Enemy,common,G,3,Instant,True
71241,IKO,Titanoth Rex,uncommon,G,9,Creature - Dinosaur Beast,True
71242,IKO,"Vivien, Monsters' Advocate",mythic,G,5,Legendary Planeswalker - Vivien,True
71243,IKO,Wilt,common,G,2,Instant,True
71244,IKO,Back for More,uncommon,BG,6,Instant,True
71245,IKO,Boneyard Lurker,uncommon,BG,4,Creature - Nightmare Beast,True
71246,IKO,"Brokkos, Apex of Forever",mythic,BGU,5,Legendary Creature - Nightmare Beast Elemental,True
71247,IKO,Channeled Force,uncommon,RU,4,Instant,True
71248,IKO,"Chevill, Bane of Monsters",mythic,BG,2,Legendary Creature - Human Rogue,True
71249,IKO,Death's Oasis,rare,BGW,3,Enchantment,True
71250,IKO,Dire Tactics,uncommon,BW,2,Instant,True
71251,IKO,Eerie Ultimatum,rare,BGW,7,Sorcery,True
71252,IKO,Emergent Ultimatum,rare,BGU,7,Sorcery,True
71253,IKO,Frondland Felidar,rare,GW,4,Creature - Cat Beast,True
71254,IKO,General Kudro of Drannith,mythic,BW,3,Legendary Creature - Human Soldier,True
71255,IKO,General's Enforcer,uncommon,BW,2,Creature - Human Soldier,True
71256,IKO,Genesis Ultimatum,rare,GRU,7,Sorcery,True
71257,IKO,"Illuna, Apex of Wishes",mythic,GRU,5,Legendary Creature - Beast Elemental Dinosaur,True
71258,IKO,Inspired Ultimatum,rare,RUW,7,Sorcery,True
71259,IKO,"Kinnan, Bonder Prodigy",mythic,GU,2,Legendary Creature - Human Druid,True
71260,IKO,Labyrinth Raptor,rare,BR,2,Creature - Nightmare Dinosaur,True
71261,IKO,Lore Drakkis,uncommon,RU,3,Creature - Lizard Beast,True
71262,emblems,Narset of the Ancient Way Emblem,common,,0,Emblem,False
71263,IKO,Necropanther,uncommon,BW,3,Creature - Cat Nightmare,True
71264,IKO,"Nethroi, Apex of Death",mythic,BGW,5,Legendary Creature - Cat Nightmare Beast,True
71265,IKO,Offspring's Revenge,rare,BRW,5,Enchantment,True
71266,IKO,Parcelbeast,uncommon,GU,4,Creature - Elemental Beast,True
71267,IKO,Primal Empathy,uncommon,GU,3,Enchantment,True
71268,IKO,Quartzwood Crasher,rare,GR,5,Creature - Dinosaur Beast,True
71269,IKO,Regal Leosaur,uncommon,RW,2,Creature - Dinosaur Cat,True
71270,IKO,"Rielle, the Everwise",mythic,RU,3,Legendary Creature - Human Wizard,True
71271,IKO,Ruinous Ultimatum,rare,BRW,7,Sorcery,True
71272,IKO,Savai Thundermane,uncommon,RW,2,Creature - Elemental Cat,True
71273,IKO,Skull Prophet,uncommon,BG,2,Creature - Human Druid,True
71274,IKO,Skycat Sovereign,rare,UW,2,Creature - Elemental Cat,True
71275,IKO,Slitherwisp,rare,BU,3,Creature - Elemental Nightmare,True
71276,IKO,"Snapdax, Apex of the Hunt",mythic,BRW,4,Legendary Creature - Dinosaur Cat Nightmare,True
71277,IKO,Song of Creation,rare,GRU,4,Enchantment,True
71278,IKO,Sprite Dragon,uncommon,RU,2,Creature - Faerie Dragon,True
71279,IKO,Titans' Nest,rare,BGU,4,Enchantment,True
71280,IKO,Trumpeting Gnarr,uncommon,GU,3,Creature - Beast,True
71281,IKO,"Vadrok, Apex of Thunder",mythic,RUW,3,Legendary Creature - Elemental Dinosaur Cat,True
71282,IKO,Whirlwind of Thought,rare,RUW,4,Enchantment,True
71283,IKO,"Winota, Joiner of Forces",mythic,RW,4,Legendary Creature - Human Warrior,True
71284,IKO,Zenith Flare,uncommon,RW,4,Instant,True
71285,IKO,Alert Heedbonder,uncommon,GW,3,Creature - Human Scout,True
71286,IKO,Cunning Nightbonder,uncommon,BU,2,Creature - Human Rogue,True
71287,IKO,Fiend Artisan,mythic,BG,2,Creature - Nightmare,True
71288,IKO,"Gyruda, Doom of Depths",rare,BU,6,Legendary Creature - Demon Kraken,True
71289,IKO,"Jegantha, the Wellspring",rare,BGRUW,5,Legendary Creature - Elemental Elk,True
71290,IKO,Jubilant Skybonder,uncommon,UW,3,Creature - Human Wizard,True
71291,IKO,"Kaheera, the Orphanguard",rare,GW,3,Legendary Creature - Cat Beast,True
71292,IKO,"Keruga, the Macrosage",rare,GU,5,Legendary Creature - Dinosaur Hippo,True
71293,IKO,Lurrus of the Dream-Den,rare,BW,3,Legendary Creature - Cat Nightmare,True
71294,IKO,"Lutri, the Spellchaser",rare,RU,3,Legendary Creature - Elemental Otter,True
71295,IKO,"Obosh, the Preypiercer",rare,BR,5,Legendary Creature - Hellion Horror,True
71296,IKO,Proud Wildbonder,uncommon,GR,4,Creature - Human Warrior,True
71297,IKO,Sonorous Howlbonder,uncommon,BR,3,Creature - Human Warrior,True
71298,IKO,"Umori, the Collector",rare,BG,4,Legendary Creature - Ooze,True
71299,IKO,"Yorion, Sky Nomad",rare,UW,5,Legendary Creature - Bird Serpent,True
71300,IKO,"Zirda, the Dawnwaker",rare,RW,3,Legendary Creature - Elemental Fox,True
71301,IKO,Crystalline Giant,rare,,3,Artifact Creature - Giant,True
71302,IKO,Indatha Crystal,uncommon,BGW,3,Artifact,True
71303,IKO,Ketria Crystal,uncommon,GRU,3,Artifact,True
71304,IKO,The Ozolith,rare,,1,Legendary Artifact,True
71305,IKO,Raugrin Crystal,uncommon,RUW,3,Artifact,True
71306,IKO,Savai Crystal,uncommon,BRW,3,Artifact,True
71307,IKO,Sleeper Dart,common,,2,Artifact,True
71308,IKO,Springjaw Trap,common,,1,Artifact,True
71309,IKO,Zagoth Crystal,uncommon,BGU,3,Artifact,True
71310,IKO,Bloodfell Caves,common,BR,0,Land,True
71311,IKO,Blossoming Sands,common,GW,0,Land,True
71312,IKO,Bonders' Enclave,rare,,0,Land,True
71313,IKO,Dismal Backwater,common,BU,0,Land,True
71314,IKO,Evolving Wilds,common,,0,Land,True
71315,IKO,Indatha Triome,rare,BGW,0,Land - Plains Swamp Forest,True
71316,IKO,Jungle Hollow,common,BG,0,Land,True
71317,IKO,Ketria Triome,rare,GRU,0,Land - Forest Island Mountain,True
71318,IKO,Raugrin Triome,rare,RUW,0,Land - Island Mountain Plains,True
71319,IKO,Rugged Highlands,common,GR,0,Land,True
71320,IKO,Savai Triome,rare,BRW,0,Land - Mountain Plains Swamp,True
71321,IKO,Scoured Barrens,common,BW,0,Land,True
71322,IKO,Swiftwater Cliffs,common,RU,0,Land,True
71323,IKO,Thornwood Falls,common,GU,0,Land,True
71324,IKO,Tranquil Cove,common,UW,0,Land,True
71325,IKO,Wind-Scarred Crag,common,RW,0,Land,True
71326,IKO,Zagoth Triome,rare,BGU,0,Land - Swamp Forest Island,True
71327,TIKO,Cat,token,,0,Creature - Cat,False
71328,TIKO,Cat Bird,token,,0,Creature - Cat Bird,False
71329,TIKO,Human Soldier,token,,0,Creature - Human Soldier,False
71330,TIKO,Human Soldier,token,,0,Creature - Human Soldier,False
71331,TIKO,Human Soldier,token,,0,Creature - Human Soldier,False
71332,TIKO,Kraken,token,,0,Creature - Kraken,False
71333,TIKO,Shark,token,,0,Creature - Shark,False
71334,TIKO,Dinosaur,token,,0,Creature - Dinosaur,False
71335,TIKO,Feather,token,,0,Artifact,False
71336,TIKO,Beast,token,,0,Creature - Beast,False
71337,TIKO,Dinosaur Beast,token,,0,Creature - Dinosaur Beast,False
71338,IKO,Mountain,common,R,0,Basic Land - Mountain,True
71339,IKO,Forest,common,G,0,Basic Land - Forest,True
71340,ARENASUP,Extra Life,mythic,,0,Legendary Artifact,False
71341,IKO,"Zilortha, Strength Incarnate",mythic,GR,5,Legendary Creature - Dinosaur,False
71345,MH1,Battle Screech,uncommon,W,4,Sorcery,True
71347,MH1,Enduring Sliver,common,W,2,Creature - Sliver,True
71350,MH1,First Sliver's Chosen,uncommon,W,5,Creature - Sliver,True
71353,MH1,Gilded Light,common,W,2,Instant,True
71355,MH1,Impostor of the Sixth Pride,common,W,2,Creature - Shapeshifter,True
71356,MH1,Irregular Cohort,common,W,4,Creature - Shapeshifter,True
71357,MH1,King of the Pride,uncommon,W,3,Creature - Cat,True
71359,MH1,Lancer Sliver,common,W,3,Creature - Sliver,True
71362,MH1,Ranger-Captain of Eos,mythic,W,3,Creature - Human Soldier Ranger,True
71364,MH1,Reprobation,common,W,2,Enchantment - Aura,True
71366,MH1,Segovian Angel,common,W,1,Creature - Angel,True
71367,MH1,Serra the Benevolent,mythic,W,4,Legendary Planeswalker - Serra,True
71369,MH1,Shelter,common,W,2,Instant,True
71373,MH1,Stirring Address,common,W,2,Instant,True
71376,MH1,Vesperlark,uncommon,W,3,Creature - Elemental,True
71377,MH1,Wall of One Thousand Cuts,common,W,5,Creature - Wall,True
71380,MH1,Zhalfirin Decoy,uncommon,W,2,Creature - Human Soldier,True
71381,MH1,Archmage's Charm,rare,U,3,Instant,True
71382,MH1,Bazaar Trademage,rare,U,3,Creature - Human Wizard,True
71385,MH1,Choking Tethers,common,U,4,Instant,True
71390,MH1,Eyekite,common,U,2,Creature - Drake,True
71392,MH1,Faerie Seer,common,U,1,Creature - Faerie Wizard,True
71395,MH1,Iceberg Cancrix,common,U,2,Snow Creature - Crab,True
71396,MH1,Man-o'-War,common,U,3,Creature - Jellyfish,True
71397,MH1,Marit Lage's Slumber,rare,U,2,Legendary Snow Enchantment,True
71399,MH1,Mist-Syndicate Naga,rare,U,3,Creature - Naga Ninja,True
71400,MH1,Moonblade Shinobi,common,U,4,Creature - Human Ninja,True
71402,MH1,Phantasmal Form,common,U,3,Instant,True
71403,MH1,Phantom Ninja,common,U,3,Creature - Illusion Ninja,True
71404,MH1,Pondering Mage,common,U,5,Creature - Human Wizard,True
71408,MH1,Scour All Possibilities,common,U,2,Sorcery,True
71409,MH1,Scuttling Sliver,uncommon,U,3,Creature - Sliver Trilobite,True
71418,MH1,Windcaller Aven,common,U,6,Creature - Bird Wizard,True
71420,MH1,Azra Smokeshaper,common,B,4,Creature - Azra Ninja,True
71423,MH1,Changeling Outcast,common,B,1,Creature - Shapeshifter,True
71424,MH1,Cordial Vampire,rare,B,2,Creature - Vampire,True
71429,MH1,Dregscape Sliver,uncommon,B,2,Creature - Sliver,True
71430,MH1,Endling,rare,B,4,Creature - Zombie Shapeshifter,True
71432,MH1,First-Sphere Gargantua,common,B,6,Creature - Phyrexian Horror,True
71435,MH1,Graveshifter,uncommon,B,4,Creature - Shapeshifter,True
71437,MH1,Mind Rake,common,B,3,Sorcery,True
71438,MH1,Mob,common,B,5,Instant,True
71439,MH1,Nether Spirit,rare,B,3,Creature - Spirit,True
71442,MH1,Putrid Goblin,common,B,2,Creature - Zombie Goblin,True
71444,MH1,Ransack the Lab,common,B,2,Sorcery,True
71449,MH1,Sling-Gang Lieutenant,uncommon,B,4,Creature - Goblin,True
71451,MH1,Throatseeker,uncommon,B,3,Creature - Vampire Ninja,True
71453,MH1,Undead Augur,uncommon,B,2,Creature - Zombie Wizard,True
71455,MH1,Venomous Changeling,common,B,3,Creature - Shapeshifter,True
71456,MH1,Warteye Witch,common,B,3,Creature - Goblin Shaman,True
71457,MH1,"Yawgmoth, Thran Physician",mythic,B,4,Legendary Creature - Human Cleric,True
71460,MH1,Bladeback Sliver,common,R,2,Creature - Sliver,True
71461,MH1,Bogardan Dragonheart,common,R,3,Creature - Human Shaman,True
71462,MH1,Cleaving Sliver,common,R,4,Creature - Sliver,True
71464,MH1,Fists of Flame,common,R,2,Instant,True
71466,MH1,Geomancer's Gambit,common,R,3,Sorcery,True
71467,MH1,Goatnap,common,R,3,Sorcery,True
71469,MH1,Goblin Engineer,rare,R,2,Creature - Goblin Artificer,True
71470,MH1,Goblin Matron,uncommon,R,3,Creature - Goblin,True
71473,MH1,Hollowhead Sliver,uncommon,R,3,Creature - Sliver,True
71474,MH1,Igneous Elemental,common,R,6,Creature - Elemental,True
71478,MH1,Ore-Scale Guardian,uncommon,R,7,Creature - Dragon,True
71479,MH1,Pashalik Mons,rare,R,3,Legendary Creature - Goblin Warrior,True
71485,MH1,Reckless Charge,common,R,1,Sorcery,True
71486,MH1,Seasoned Pyromancer,mythic,R,3,Creature - Human Shaman,True
71488,MH1,Spinehorn Minotaur,common,R,3,Creature - Minotaur Berserker,True
71489,MH1,Spiteful Sliver,rare,R,3,Creature - Sliver,True
71490,MH1,Tectonic Reformation,rare,R,2,Enchantment,True
71491,MH1,Throes of Chaos,uncommon,R,4,Sorcery,True
71496,MH1,"Ayula, Queen Among Bears",rare,G,2,Legendary Creature - Bear,True
71504,MH1,Excavating Anurid,common,G,5,Creature - Frog Beast,True
71511,MH1,Llanowar Tribe,uncommon,G,3,Creature - Elf Druid,True
71512,MH1,Mother Bear,common,G,2,Creature - Bear,True
71513,MH1,Murasa Behemoth,common,G,6,Creature - Beast,True
71514,MH1,Nantuko Cultivator,uncommon,G,4,Creature - Insect Druid,True
71519,MH1,Savage Swipe,common,G,1,Sorcery,True
71520,MH1,Scale Up,uncommon,G,1,Sorcery,True
71522,MH1,Springbloom Druid,common,G,3,Creature - Elf Druid,True
71524,MH1,Tempered Sliver,uncommon,G,3,Creature - Sliver,True
71528,MH1,Trumpeting Herd,common,G,4,Sorcery,True
71529,MH1,Twin-Silk Spider,common,G,3,Creature - Spider,True
71533,MH1,Webweaver Changeling,uncommon,G,5,Creature - Shapeshifter,True
71534,MH1,Winding Way,common,G,2,Sorcery,True
71536,MH1,Cloudshredder Sliver,rare,RW,2,Creature - Sliver,True
71537,MH1,Collected Conjuring,rare,RU,4,Sorcery,True
71539,MH1,Etchings of the Chosen,uncommon,BW,3,Enchantment,True
71541,MH1,The First Sliver,mythic,BGRUW,5,Legendary Creature - Sliver,True
71542,MH1,Good-Fortune Unicorn,uncommon,GW,3,Creature - Unicorn,True
71545,MH1,Ingenious Infiltrator,uncommon,BU,4,Creature - Vedalken Ninja,True
71548,MH1,Lavabelly Sliver,uncommon,RW,3,Creature - Sliver,True
71550,MH1,Munitions Expert,uncommon,BR,2,Creature - Goblin,True
71552,MH1,Reap the Past,rare,GR,2,Sorcery,True
71553,MH1,Rotwidow Pack,uncommon,BG,4,Creature - Spider,True
71554,MH1,Ruination Rioter,uncommon,GR,2,Creature - Human Berserker,True
71555,MH1,Soulherder,uncommon,UW,3,Creature - Spirit,True
71556,MH1,Thundering Djinn,uncommon,RU,5,Creature - Djinn,True
71560,MH1,Amorphous Axe,common,,2,Artifact - Equipment,True
71562,MH1,Birthing Boughs,uncommon,,3,Artifact,True
71576,MH1,Universal Automaton,common,,1,Artifact Creature - Shapeshifter,True
71591,MH1,Snow-Covered Plains,basic,W,0,Basic Snow Land - Plains,True
71592,MH1,Snow-Covered Island,basic,U,0,Basic Snow Land - Island,True
71593,MH1,Snow-Covered Swamp,basic,B,0,Basic Snow Land - Swamp,True
71594,MH1,Snow-Covered Mountain,basic,R,0,Basic Snow Land - Mountain,True
71595,MH1,Snow-Covered Forest,basic,G,0,Basic Snow Land - Forest,True
71670,TLRW,Elf Warrior,token,,0,Creature - Elf Warrior,True
71686,TSHM,Elf Warrior,token,,0,Creature - Elf Warrior,True
71775,TM13,Drake,token,,0,Creature - Drake,True
71783,M21,"Ugin, the Spirit Dragon",mythic,,8,Legendary Planeswalker - Ugin,True
71784,M21,Alpine Watchdog,common,W,2,Creature - Dog,True
71785,M21,Angelic Ascension,uncommon,W,2,Instant,True
71786,M21,Anointed Chorister,common,W,1,Creature - Human Cleric,True
71787,M21,Aven Gagglemaster,uncommon,W,5,Creature - Bird Warrior,True
71788,M21,Baneslayer Angel,mythic,W,5,Creature - Angel,True
71789,emblems,Basri Ket Emblem,common,,0,Emblem,False
71790,M21,Basri's Acolyte,common,W,4,Creature - Cat Cleric,True
71791,M21,Basri's Lieutenant,rare,W,4,Creature - Human Knight,True
71792,M21,Basri's Solidarity,uncommon,W,2,Sorcery,True
71793,M21,Celestial Enforcer,common,W,3,Creature - Human Cleric,True
71794,M21,Concordia Pegasus,common,W,2,Creature - Pegasus,True
71795,M21,Containment Priest,rare,W,2,Creature - Human Cleric,True
71796,M21,Daybreak Charger,common,W,2,Creature - Unicorn,True
71797,M21,Defiant Strike,common,W,1,Instant,True
71798,M21,Dub,common,W,3,Enchantment - Aura,True
71799,M21,Faith's Fetters,uncommon,W,4,Enchantment - Aura,True
71800,M21,Falconer Adept,uncommon,W,4,Creature - Human Soldier,True
71801,M21,Feat of Resistance,common,W,2,Instant,True
71802,M21,Gale Swooper,common,W,4,Creature - Griffin,True
71803,M21,Glorious Anthem,rare,W,3,Enchantment,True
71804,M21,Griffin Aerie,uncommon,W,2,Enchantment,True
71805,M21,Idol of Endurance,rare,W,3,Artifact,True
71806,M21,Legion's Judgment,common,W,3,Sorcery,True
71807,M21,Light of Promise,uncommon,W,3,Enchantment - Aura,True
71808,M21,Makeshift Battalion,common,W,3,Creature - Human Soldier,True
71809,M21,"Mangara, the Diplomat",mythic,W,4,Legendary Creature - Human Cleric,True
71810,M21,Nine Lives,rare,W,3,Enchantment,True
71811,M21,Pack Leader,rare,W,2,Creature - Dog,True
71812,M21,Rambunctious Mutt,common,W,5,Creature - Dog,True
71813,M21,Revitalize,common,W,2,Instant,True
71814,M21,Runed Halo,rare,W,2,Enchantment,True
71815,M21,Sanctum of Tranquil Light,uncommon,W,1,Legendary Enchantment - Shrine,True
71816,M21,Seasoned Hallowblade,uncommon,W,2,Creature - Human Warrior,True
71817,M21,Secure the Scene,common,W,5,Sorcery,True
71818,M21,Selfless Savior,uncommon,W,1,Creature - Dog,True
71819,M21,Siege Striker,uncommon,W,3,Creature - Human Soldier,True
71820,M21,Speaker of the Heavens,rare,W,1,Creature - Human Cleric,True
71821,M21,Staunch Shieldmate,common,W,1,Creature - Dwarf Soldier,True
71822,M21,Swift Response,common,W,2,Instant,True
71823,M21,Tempered Veteran,uncommon,W,2,Creature - Human Knight,True
71824,M21,Valorous Steed,common,W,5,Creature - Unicorn,True
71825,M21,Vryn Wingmare,uncommon,W,3,Creature - Pegasus,True
71826,M21,Warded Battlements,common,W,3,Creature - Wall,True
71827,M21,"Barrin, Tolarian Archmage",rare,U,3,Legendary Creature - Human Wizard,True
71828,M21,Cancel,common,U,3,Instant,True
71829,M21,Capture Sphere,common,U,4,Enchantment - Aura,True
71830,M21,Discontinuity,mythic,U,6,Instant,True
71831,M21,Enthralling Hold,uncommon,U,5,Enchantment - Aura,True
71832,M21,Frantic Inventory,common,U,2,Instant,True
71833,M21,Frost Breath,common,U,3,Instant,True
71834,M21,Ghostly Pilferer,rare,U,2,Creature - Spirit Rogue,True
71835,M21,Jeskai Elder,uncommon,U,2,Creature - Human Monk,True
71836,M21,Keen Glidemaster,common,U,2,Creature - Human Soldier,True
71837,M21,Library Larcenist,common,U,3,Creature - Merfolk Rogue,True
71838,M21,Lofty Denial,common,U,2,Instant,True
71839,M21,Miscast,uncommon,U,1,Instant,True
71840,M21,Mistral Singer,common,U,3,Creature - Siren,True
71841,M21,Opt,common,U,1,Instant,True
71842,M21,Pursued Whale,rare,U,7,Creature - Whale,True
71843,M21,Rain of Revelation,uncommon,U,4,Instant,True
71844,M21,Read the Tides,common,U,6,Sorcery,True
71845,M21,Rewind,uncommon,U,4,Instant,True
71846,M21,Riddleform,uncommon,U,2,Enchantment,True
71847,M21,Roaming Ghostlight,common,U,5,Creature - Spirit,True
71848,M21,Rookie Mistake,common,U,1,Instant,True
71849,M21,Rousing Read,common,U,3,Enchantment - Aura,True
71850,M21,Sanctum of Calm Waters,uncommon,U,4,Legendary Enchantment - Shrine,True
71851,M21,See the Truth,rare,U,2,Sorcery,True
71852,M21,Shacklegeist,rare,U,2,Creature - Spirit,True
71853,M21,Shipwreck Dowser,uncommon,U,5,Creature - Merfolk Wizard,True
71854,M21,Spined Megalodon,common,U,7,Creature - Shark,True
71855,M21,Stormwing Entity,rare,U,5,Creature - Elemental,True
71856,M21,Sublime Epiphany,rare,U,6,Instant,True
71857,M21,"Teferi, Master of Time",mythic,U,4,Legendary Planeswalker - Teferi,True
71858,M21,Teferi's Ageless Insight,rare,U,4,Legendary Enchantment,True
71859,M21,Teferi's Protege,common,U,3,Creature - Human Wizard,True
71860,M21,Teferi's Tutelage,uncommon,U,3,Enchantment,True
71861,M21,Tide Skimmer,uncommon,U,4,Creature - Drake,True
71862,M21,Tolarian Kraken,uncommon,U,6,Creature - Kraken,True
71863,M21,Tome Anima,common,U,4,Creature - Spirit,True
71864,M21,Unsubstantiate,uncommon,U,2,Instant,True
71865,M21,Vodalian Arcanist,common,U,2,Creature - Merfolk Wizard,True
71866,M21,Waker of Waves,uncommon,U,7,Creature - Whale,True
71867,M21,Wall of Runes,common,U,1,Creature - Wall,True
71868,M21,Wishcoin Crab,common,U,4,Creature - Crab,True
71869,M21,Alchemist's Gift,common,B,1,Instant,True
71870,M21,Archfiend's Vessel,uncommon,B,1,Creature - Human Cleric,True
71871,M21,Bad Deal,uncommon,B,6,Sorcery,True
71872,M21,Blood Glutton,common,B,5,Creature - Vampire,True
71873,M21,Caged Zombie,common,B,3,Creature - Zombie,True
71874,M21,Carrion Grub,uncommon,B,4,Creature - Insect,True
71875,M21,Crypt Lurker,common,B,4,Creature - Horror,True
71876,M21,Deathbloom Thallid,common,B,3,Creature - Fungus,True
71877,M21,Demonic Embrace,rare,B,3,Enchantment - Aura,True
71878,M21,Duress,common,B,1,Sorcery,True
71879,M21,Eliminate,uncommon,B,2,Instant,True
71880,M21,Fetid Imp,common,B,2,Creature - Imp,True
71881,M21,Finishing Blow,common,B,5,Instant,True
71882,M21,Gloom Sower,common,B,7,Creature - Horror,True
71883,M21,Goremand,uncommon,B,6,Creature - Demon,True
71884,M21,Grasp of Darkness,common,B,2,Instant,True
71885,M21,Grim Tutor,mythic,B,3,Sorcery,True
71886,M21,Hooded Blightfang,rare,B,3,Creature - Snake,True
71887,M21,Infernal Scarring,common,B,2,Enchantment - Aura,True
71888,M21,"Kaervek, the Spiteful",rare,B,4,Legendary Creature - Human Warlock,True
71889,M21,Kitesail Freebooter,uncommon,B,2,Creature - Human Pirate,True
71890,emblems,"Liliana, Waker of the Dead Emblem",common,,0,Emblem,False
71891,M21,Liliana's Devotee,uncommon,B,3,Creature - Human Warlock,True
71892,M21,Liliana's Standard Bearer,rare,B,3,Creature - Zombie Knight,True
71893,M21,Liliana's Steward,common,B,1,Creature - Zombie,True
71894,M21,Malefic Scythe,uncommon,B,2,Artifact - Equipment,True
71895,M21,Masked Blackguard,common,B,2,Creature - Human Rogue,True
71896,M21,Massacre Wurm,mythic,B,6,Creature - Phyrexian Wurm,True
71897,M21,Mind Rot,common,B,3,Sorcery,True
71898,M21,Necromentia,rare,B,3,Sorcery,True
71899,M21,Peer into the Abyss,rare,B,7,Sorcery,True
71900,M21,Pestilent Haze,uncommon,B,3,Sorcery,True
71901,M21,Rise Again,common,B,5,Sorcery,True
71902,M21,Sanctum of Stone Fangs,uncommon,B,2,Legendary Enchantment - Shrine,True
71903,M21,Sanguine Indulgence,common,B,4,Sorcery,True
71904,M21,Silversmote Ghoul,uncommon,B,3,Creature - Zombie Vampire,True
71905,M21,Skeleton Archer,common,B,4,Creature - Skeleton Archer,True
71906,M21,Tavern Swindler,uncommon,B,2,Creature - Human Rogue,True
71907,M21,Thieves' Guild Enforcer,rare,B,1,Creature - Human Rogue,True
71908,M21,Village Rites,common,B,1,Instant,True
71909,M21,"Vito, Thorn of the Dusk Rose",rare,B,3,Legendary Creature - Vampire Cleric,True
71910,M21,Walking Corpse,common,B,2,Creature - Zombie,True
71911,M21,Witch's Cauldron,uncommon,B,1,Artifact,True
71912,M21,Battle-Rattle Shaman,uncommon,R,4,Creature - Goblin Shaman,True
71913,M21,Bolt Hound,uncommon,R,3,Creature - Elemental Dog,True
71914,M21,Bone Pit Brute,common,R,6,Creature - Cyclops,True
